1.000000000000000000e+00,8.159539999999999793e+01
6.000000000000000000e+00,8.622722000000000264e+01
1.200000000000000000e+01,8.062027999999999395e+01
1.700000000000000000e+01,7.769491999999999621e+01
2.200000000000000000e+01,8.378941999999999268e+01
2.700000000000000000e+01,7.598845999999998924e+01
3.200000000000000000e+01,7.940137999999998897e+01
3.700000000000000000e+01,6.867506000000000199e+01
4.200000000000000000e+01,7.428199999999999648e+01
4.700000000000000000e+01,6.721237999999999602e+01
5.300000000000000000e+01,7.769491999999999621e+01
5.800000000000000000e+01,7.818247999999999820e+01
6.300000000000000000e+01,8.159539999999999793e+01
6.800000000000000000e+01,7.038151999999999475e+01
7.300000000000000000e+01,7.476955999999999847e+01
7.800000000000000000e+01,7.501333999999999946e+01
8.300000000000000000e+01,7.720735999999999422e+01
8.800000000000000000e+01,7.111285999999999774e+01
9.400000000000000000e+01,7.915759999999998797e+01
9.900000000000000000e+01,7.598845999999998924e+01
1.040000000000000000e+02,7.184420000000000073e+01
1.090000000000000000e+02,7.135663999999999874e+01
1.140000000000000000e+02,8.037649999999999295e+01
1.190000000000000000e+02,8.037649999999999295e+01
1.240000000000000000e+02,8.086405999999999494e+01
1.290000000000000000e+02,7.696357999999999322e+01
1.340000000000000000e+02,7.696357999999999322e+01
1.390000000000000000e+02,7.574468000000000245e+01
1.440000000000000000e+02,7.915759999999998797e+01
1.500000000000000000e+02,7.330688000000000670e+01
1.550000000000000000e+02,7.891381999999998698e+01
1.600000000000000000e+02,7.867003999999998598e+01
1.650000000000000000e+02,7.647601999999999123e+01
1.700000000000000000e+02,7.184420000000000073e+01
1.750000000000000000e+02,7.135663999999999874e+01
1.800000000000000000e+02,7.355066000000000770e+01
2.100000000000000000e+02,7.574468000000000245e+01
2.300000000000000000e+02,7.745113999999999521e+01
2.470000000000000000e+02,7.818247999999999820e+01
2.540000000000000000e+02,7.476955999999999847e+01
2.610000000000000000e+02,8.598344000000000165e+01
2.670000000000000000e+02,7.964515999999998996e+01
2.730000000000000000e+02,7.745113999999999521e+01
2.780000000000000000e+02,7.915759999999998797e+01
2.840000000000000000e+02,9.061526000000000636e+01
2.900000000000000000e+02,7.940137999999998897e+01
2.960000000000000000e+02,7.501333999999999946e+01
3.030000000000000000e+02,8.793367999999999540e+01
3.090000000000000000e+02,7.867003999999998598e+01
3.140000000000000000e+02,7.745113999999999521e+01
3.190000000000000000e+02,7.696357999999999322e+01
3.240000000000000000e+02,7.745113999999999521e+01
3.290000000000000000e+02,7.550090000000000146e+01
3.340000000000000000e+02,8.378941999999999268e+01
3.400000000000000000e+02,7.111285999999999774e+01
3.450000000000000000e+02,8.037649999999999295e+01
3.500000000000000000e+02,7.476955999999999847e+01
3.550000000000000000e+02,8.232674000000000092e+01
3.600000000000000000e+02,8.452075999999999567e+01
3.650000000000000000e+02,8.013271999999999196e+01
3.710000000000000000e+02,7.720735999999999422e+01
